=================== 正面和负面 同时存在的词  ===================
34-ياخشى بولاتتى=正面=6.482103304319001
16545-بەك ئەرزان=负面=-1.6690231243590592
16663-ئۆچ بولدۇم=负面=-8.317489262117194
16697-نورمال ئەمەس=负面=-7.8445000566677905
16745-گەپ ئەمەس=正面=2.119990128088193
16817-مەجبۇر بولىدۇ=负面=-4.498116442341911
16905-دىققەت قىلىڭ=正面=5.767954936274057
16907-يۇقۇملۇق كېسەل=中立=-0.7029597101196075
16937-گەپ قىلسا=正面=5.638839189034812
16958-ئادا قىلىش=正面=10.671671573430505
16959-ئىگە بولۇش=正面=5.370932216487633
16963-يىغا تۇتتى=中立=0.9856128942126245
16977-توي قىلىپ=正面=4.055684132577678
16996-بوش ئورۇن=正面=4.000279429603989
16997-ئورۇن بار=正面=3.6207470758611295
17057-كۆڭۈل بۆلۈش=负面=-1.3635203285939337
17121-ئالى مەكتەپ=中立=-0.12635003308001558
17148-كىشىلىك مۇناسىۋەت=正面=2.702047177962978
17215-دۇچ كەلگەن=正面=4.768540813605047
17276-يىل بۇرۇنقى=中立=0.7180169885228547
17279-ئالىي مەكتەپنى=正面=4.552307364533792
17389-تەلەپ قىلىش=负面=-3.298749149635465
17403-چوڭ قىل=负面=-4.365649472316681
17574-نەشر قىلىنغان=负面=-2.1757423280376265
17631-ياخشى ئىشلار=负面=-10.321692763092116
17646-يول قويساق=正面=2.744482444283374
17697-گەپنى قىلسام=正面=12.295832805919222
17703-ئۇلۇغ ئاللاھنىڭ=负面=-3.0305428741784164
17821-گەپ قىلغان=负面=-4.002644704187579
17838-ھىس قىلىپ=正面=7.537160507738509
17851-سەت تويۇپ=正面=2.1205736633217
17853-گەپ قىلىپ=正面=3.00224475557817
17854-يامان گىپىنى=正面=2.120573663321702
17855-گىپىنى قىلىپ=正面=2.1205736633217
17856-سىڭىللىرىغا قاراپ=正面=2.1205736633217
17857-پۈتۈن ئۇيغۇر=中立=0.6537635163567561
17858-تىل تەككۈزۈشنىلا=正面=2.1205736633217
17886-بەك ئېغىر=中立=-0.13658882551353635
17901-ئاتا قىلغىن=负面=-2.2797482793950645
17941-كۆپ بولغىنى=正面=4.864697420783754
17943-ناھايىتى ئاز=负面=-3.4080106558162147
17954-تەشۋىق قىلىش=正面=3.5943529810248993
17979-گەپ بارمۇ=负面=-4.6550337390862095
17983-كائىناتنى ياراتقان=负面=-1.694785778673908
17984-مۇھاپىزەت قىلۋاتسا=负面=-1.694785778673908
17994-نەرسىنى باشقىلار=负面=-4.418614091302456
17997-راس بولغان=正面=8.784790727547632
18008-پىتنە چىقىرىدىغانلىقى=正面=1.3686402011923224
18009-ئېنىق تۇرغان=正面=1.3686402011923224
18010-جاۋاب تاپىمەن=正面=1.3686402011923224
18011-بىلەرمەنلىك قىلىش=正面=1.3686402011923224
18012-ياخشى ئاقىۋەت=中立=0.21663710774727285
18013-ئاقىۋەت ئەكەلمەيدۇ=正面=1.3686402011923224
18067-ئەڭ تەس=正面=6.987939829000306
18145-نۇرغۇن كىشىلەر=正面=16.963994663276704
18204-تەپەككۇر قىلىش=负面=-3.416496114612375
18238-ئامالسىز قالدىم=正面=1.8797057662822878
18245-سەت گەپ=负面=-1.2013544315656617
18246-گەپ قىلغاندا=中立=0.39434779352510674
18311-باھا بەرگىلى=正面=7.991226017320162
18329-چاتاق چىقىپ=正面=2.8534695931788603
18364-بايان قىلىپ=正面=2.1561427220634988
18373-مەۋجۇت بولۇپ=正面=6.078730642839663
18376-ئىجرا قىلىش=负面=-6.0344157255941315
18422-پەيدا بولدى=负面=-5.184008874482401
18606-گەپ قىلسام=正面=1.1205736633217018
18665-كۈچۈڭ يەتمىسە=正面=7.424598894530238
18683-ئاز بولمىغان=负面=-5.199538096666229
18694-بارلىققا كەلدى=正面=5.676360382227562
18700-ئاز دەپ=正面=8.030200519018626
18727-يېرىم يىل=正面=1.7716526454488446
18769-تولۇق ئوتتۇرا=正面=1.7716526454488444
18797-غەم قايغۇ=负面=-16.480447915517146
18835-سەت گەپلەر=中立=-0.46438883739945513
18889-نۇرغۇن ئىشلار=正面=9.76001675780888
18908-يېزىق ئۆزگەرتىمىز=负面=-1.6737477889031211
18966-ئارزۇ قىلغان=正面=9.697569684080374
19047-بېسىق بول=正面=12.593353381374044
19055-ئىملا خاتالىق=负面=-14.794384112194386
19133-تۈنۈگۈن تاللا=正面=9.798580939377766
19134-تاللا بازىرىغا=正面=7.476652844490405
19135-بازىرىغا كىرسەم=正面=8.21361843865661
19137-يۈرۈش ئېسىل=正面=9.798580939377766
19138-ئېسىل زىننەتلەنگەن=正面=9.798580939377766
19139-زىننەتلەنگەن قەلەملەر=正面=9.798580939377766
19140-قەلەملەر كەپتۇ=正面=9.798580939377766
19141-چىرايلىقكەن دەپ=正面=9.798580939377766
19142-توپ ئېلىپتىمەن=正面=9.798580939377766
19143-قېپىنى ئېچىپ=正面=8.798580939377768
19145-ياخشى چىقمايدىكەن=正面=8.798580939377768
19146-سىرتىغا قاراپ=正面=7.476652844490404
19166-سۈكۈت قىلىش=中立=-0.38502795626613207
19208-خاتالىق ئۇچۇرى=负面=-5.957548060979208
19209-ئۇچۇرى چىقىۋىلىپ=中立=-0.584962500721157
19215-ۋاز كەچتىم=正面=1.8797057662822878
19294-ئوقۇش پۈتتۈرۈش=中立=0.9856128942126243
19298-كۈنىنى بىلمەيدۇ=中立=0.8780094756213899
19299-ئاستىدىكى مۇقۇملۇق=中立=0.8780094756213899
19300-مۇقۇملۇق لازىم=中立=0.8780094756213899
19305-تىرورچى دېگەن=正面=1.3247423260392424
19340-يىللىق ب=正面=4.827782797443445
19378-ئىش قىلماي=正面=4.491903790422587
19400-لالما ئىتلار=正面=4.300702424132331
19408-كۈنگە كەلگەندە=正面=7.004259487152945
19434-نارازى بولۇپ=负面=-2.7044695951772457
19440-تەشەببۇس قىلدى=负面=-7.077055155435298
19462-پىپەن قىلىش=中立=-0.3914605628373824
19488-ئىملا ئۆزگەرتىش=负面=-13.359195221301007
19494-خەۋەرنى ئاڭلاپ=正面=7.649354550689388
19498-ئاز سانلىق=中立=-0.26875156244012466
19499-سانلىق مىللەت=正面=7.411107326024338
19552-كۆپ بولىدۇ=负面=-10.47327212976222
19680-قازا قىلغان=负面=-5.572591905796123
19690-ئەخلاق سەۋىر=负面=-4.333776254004064
19691-سەۋىر قىلىش=负面=-4.333776254004064
19692-ئاجىزلىقنىڭ ئەدەپسىزلىك=负面=-4.333776254004064
19693-ئەدەپسىزلىك باشقىلارغا=负面=-4.333776254004064
19694-باشقىلارغا ئازار=负面=-4.070741848170268
19695-ئازار بېرىش=正面=1.0745938813939624
19696-كۈچلۈكلۈكنىڭ سېمۋۇلىمۇ=负面=-4.333776254004064
19697-ئەخلاقلىقلارنىڭ نەزىرىدە=负面=-4.333776254004064
19698-نەزىرىدە گۈزەل=负面=-4.333776254004064
19699-ئەخلاق ئەدەپسىزلەرنىڭ=负面=-4.333776254004064
19700-ئەدەپسىزلەرنىڭ نەزىرىدە=负面=-4.333776254004064
19701-نەزىرىدە ئەدەپسىزلىك=负面=-4.333776254004064
19702-ئەدەپسىزلىك كۈچلۈكلۈككە=负面=-4.333776254004064
19703-كۈچلۈكلۈككە تەڭ=负面=-4.333776254004064
19804-شەخسى كۆز=正面=8.807808097682177
19855-ھەزەر ئەيلە=负面=-2.514161693189811
19907-قولىدىن كەلمەيدۇ=正面=1.7346089023767526
20036-كۆپ كىشى=中立=0.8775447377811272
20133-لا دەپ=正面=3.2421937512336125
20158-كىچىك دەپ=正面=2.7020471779629776
20221-دىن يۇقىرى=负面=-10.741956592194555
20228-يامان نىيەتلىك=负面=-8.00264957841395
20238-ئۈستىگە ئالىدۇ=负面=-4.125399547273995
20278-نەرسە ئەمەس=中立=0.6184358004113086
20306-دەم يوق=正面=6.249058181995773
20434-بەك تەس=负面=-2.960860795020044
20440-رەسىمنى كۆرۈپ=负面=-9.050894131607123
20765-مۇسابىقىسى باشلاندى=正面=3.082651180177948
20825-بېلەت تاشلايدىغان=正面=1.3247423260392424
20875-سەل تۇرۇپ=中立=0.9587773372734869
20928-ئۇزۇن بولغان=正面=5.540172662456522
21052-بالا ئىدى=负面=-3.415125105222578
21340-بەك كۈچلۈك=负面=-2.737901016381578
21402-پۇل تېپىپ=中立=-0.30964361510736627
21446-سەل قوپال=负面=-5.660250628025394
21542-ھىس قىلغان=负面=-1.513525906663478
21590-ئىش با=正面=13.905890424414045
21606-گەپ قىلىشنى=正面=1.985612894212625
21685-ئايان بو=正面=8.100087083825073
21743-ۋاپات بولغان=正面=6.099371732752616
21918-كۆپ بولۇپ=正面=7.294776672117357
21936-تەرەققىياتىغا ئەگىشىپ=正面=2.771652645448844
22036-مەسىلە با=正面=6.156070912564643
22146-ئۇزۇن مۇددەت=正面=9.469545689831543
22298-مۇمكىن ب=负面=-18.52106973871102
22344-يول قويماي=中立=-0.40408968258878275
22540-ئىش بوپتۇ=正面=11.620810634166494
22541-قوبۇل قىلىش=正面=8.35471592724462
22570-مۇۋاپىق بولغان=负面=-1.3959286763311383
22661-گەپ بوپتۇ=正面=5.404373935397788
22771-ئۇششاق گەپلەر=中立=-0.30718150951817513
22775-ئېسىمگە كەپ=负面=-1.7484524622562194
23267-ئىشلارمۇ بار=正面=4.7157399234111725
23292-ا دەپ=负面=-1.3305592071294652
23294-خېلى با=中立=-0.05386687197873563
23366-خاتا گەپ=负面=-6.981954998433841
23392-كاپالەتلىك قىلىش=正面=7.384869434107227
23448-چ چ=正面=14.898716036347077
23450-چاتاق يوق=正面=3.6608245152364645
23468-تالاش تارتىش=负面=-6.747527037430784
23483-ساختا مەھسۇلات=正面=1.9681817965903878
23576-ياشتىن ئاشقان=正面=3.1205736633217014
23588-ئاممىۋى سورۇن=中立=-0.3410369178350674
23659-خېلى بوپ=正面=2.702047177962977
23779-ئەخلاققا يات=正面=4.620747075861129
23957-ئەرزان باھادا=正面=7.120256133873763
23967-م ن=正面=6.00924664478066
24241-ھۆكۈم سۈرگەن=正面=3.6181453298497246
24272-مۇھىم بولغان=正面=8.136688440431435
24284-ئېغىرلىشىپ كەتتى=正面=2.7444824442833737
24287-دىن نۇرغۇن=正面=4.070957410865953
24439-ئەڭ زور=正面=19.31382882286053
24577-دوست تۇتۇش=正面=6.605728366963449
24633-ھەۋەس قىلىش=正面=1.7444824442833733
24647-دەم دىگەن=负面=-1.2555007331483865
24659-ئەمەلگە ئېشىشى=正面=11.672315608682966
24717-ۋاقتى ئۆتكەن=负面=-1.4890351980969747
25122-پۇل تىپىش=负面=-5.54855960637317
25124-گەپ قىلماڭلا=正面=3.4530196301230633
25126-پىكىر قىلىش=正面=3.8462098375472085
25177-مۇھىم رول=正面=8.492728032249058
25178-رول ئوينايدۇ=正面=8.536987992365319
25423-كۆڭۈل بۆلۈشكە=正面=8.051733680568267
25477-غا كەلسە=正面=2.3966341820334325
25520-خىزمەت قىلغان=正面=9.234881026632024
25558-يىل ساقلاپ=中立=0.06960546748586705
25579-خاتا بوپ=负面=-2.945263581199212
25603-سەت بولدى=正面=9.652470632462911
25643-ساپ ئۇيغۇر=正面=1.5213266137551775
25771-چىڭ تۇتۇپ=正面=8.770684254799459
25784-غا بېرىپ=负面=-5.40345295798765
25901-كۈچلۈكلەر ئاجىزلارنى=中立=-0.3914605628373824
25905-كەمتەر بول=正面=7.524905946344132
25937-ئەرز قىلىپ=负面=-17.130644447419783
26035-ناھايىتى چوڭ=负面=-7.033290291036749
26039-ئاساس قىلغان=正面=6.502656565328182
26094-زور دەرىجىدە=中立=0.31601404569790503
26099-پۇل چىقىرىپ=负面=-1.578938713093386
26251-گىرىپتار بولۇپ=中立=-0.5149329023019851
26557-ياردەم قىلىدىغان=中立=0.0696054674858666
26624-ئەڭ ئېغىر=负面=-9.557984914274105
26631-دىن چوڭ=正面=8.452721334566585
26714-باھاسىنى قىممەت=中立=-0.35533125315457603
26808-ياشقا چوڭ=正面=14.68842705344039
26983-بازارغا سالغان=正面=5.736410051537843
27121-ۋاي ۋاي=负面=-1.3773048519237356
27135-ئادەم ئۆلۈش=正面=2.562644121297561
27497-ئېلان قىلىش=正面=8.264930001682984
27554-گەپ بولسا=正面=11.91713004442642
27706-ئۇزۇن يىل=正面=17.463302759860568
27708-بىرلەشمە لوڭقىسى=负面=-1.51535703323529
28005-ئەپۇ سورايمەن=正面=11.17675743554437
28062-گەپ بوپ=中立=0.4257878846477938
28425-قا ئوخشاش=正面=23.086673658192517
28513-زىيان تار=正面=5.570833897353997
28657-پەيدا بولۇپ=负面=-5.531559838067144
28674-ئالەمدىن ئۆتتى=中立=0.23358882612232001
28689-يەرلىك سىياسەتلەر=正面=1.3247423260392424
28795-مۈمكىن ئەمەس=负面=-2.2547450446157633
29015-نادىر ئەسەر=正面=8.773189900812602
29124-دىن كۆپ=正面=1.622877170545891
29147-غا قايتىپ=正面=3.9622914589541702
29453-قۇربانى بولۇپ=中立=0.12991478027113068
29497-پەيدا بوپ=负面=-1.9180681449200034
29501-ئادەم ئۆلدى=负面=-3.1604646721932466
29650-تازا ئىشەن=正面=5.7245381334326
29791-تەسكە توختاۋاتىدۇ=中立=-0.3410369178350674
29857-ساق ئادەملەر=负面=-1.6947857786739071
30117-قولغا كەلتۈرگەن=正面=9.804343347377651
30129-بەك قىممەت=正面=6.359662286591397
30166-ۋەكىللىك قىلىدۇ=正面=5.7801689022638865
30232-پەيدا قىلىدۇ=正面=2.0280481605330207
30322-ئەزا بولۇش=正面=6.446529772114195
30385-كىچىك بالا=正面=2.254673893087926
======================== 正面词  =======================
13-يىڭى يىل=正面=4.285311738993688
17-نېمىدېگەن گۈزەل=正面=6.943160955191833
18-پاھ پاھ=正面=4.697327886297295
20-ئەجەپ چىرايلىق=正面=8.078121724300908
23-مول بولغان=正面=17.081906975643456
26-نېمىدېگەن چىرايلىق=正面=8.078121724300908
48-چوڭ سۇ=正面=6.369376003782161
53-زور ئىش=正面=6.337667144054824
64-ياخشى بولدى=正面=19.308658457098876
82-يار بولغاي=正面=4.146296748326153
85-يېقىملىق كۈلۈمسىرەش=正面=9.539301005224475
86-چىرايلىق بولغان=正面=8.078121724300908
94-ھەقىقەتەن قالتىسكەن=正面=9.040199241157156
97-بەك چىرايلىقكەن=正面=13.021282679492742
102-بەك گۈزەل=正面=6.943160955191833
103-گۈزەل ئىكەن=正面=6.943160955191833
107-گۈزەل شىنجاڭ=正面=6.943160955191833
145-جانغا راھەت=正面=9.618372576215673
160-ئېسىل ئات=正面=7.678007276056066
163-نىمىدىگەن چىرايلىق=正面=17.091353917857795
201-ئاجايىپ ياخشى=正面=4.870652353998462
205-چىرايلىق بولۇپ=正面=19.339427934549228
233-خۇشال بولدۇم=正面=4.21857565741877
299-كۆك كەپتەر=正面=6.712837260219165
305-ھەقىقەتەن قايىل=正面=5.1442382057068965
308-بەك خوشال=正面=9.41056769110227
309-خوشال بولدۇم=正面=13.885503156063116
316-قولىغا چۈشۈپ=正面=7.618372576215672
353-زامانغا لايىق=正面=8.618372576215673
358-كۆپ ياخشى=正面=10.474464775683341
364-گەپ بولدى=正面=3.375399791409932
369-جىق يەر=正面=12.180393657940229
372-يېڭى دەۋىر=正面=5.40727261154069
378-قىزىل رەڭ=正面=23.461488532287923
382-گۈزەل بولۇپ=正面=15.561533531407505
403-كۈندە كۆرۈپ=正面=6.2260551534369135
422-بەك خۇشال=正面=14.66027411260383
429-بەكمۇ چىرايلىق=正面=8.078121724300908
475-مەي باغلاپ=正面=10.12426350594563
476-ياخشى مۇئامىلە=正面=4.24272123705074
485-نىمدىگەن چىرايلىق=正面=8.078121724300908
492-ئوماق قىز=正面=8.488259942176795
498-چىرايلىق رەسىم=正面=8.078121724300908
499-رەسىم بولغان=正面=7.07812172430091
501-ياخشى بولاركەنتۇق=正面=8.078121724300908
509-بەكلا ئېسىل=正面=7.678007276056066
510-ئېسىل ئىكەن=正面=7.678007276056066
517-نۇتۇقۇم مۇۋەپپەقىيەتلىك=正面=6.1442382057068965
518-مۇۋەپپەقىيەتلىك ئاخىرلاشتى=正面=4.921845784370449
531-مەكتەپ پۈتتۈرۈش=正面=3.9431609551918325
534-ئەسلىدىكى نورمال=正面=9.040199241157156
535-نورمال ئىقتىدارىغا=正面=9.040199241157156
536-تەسىر يەتكۈزمىگەن=正面=14.390466421991613
537-ئاساستا كىچىكلىتىش=正面=9.040199241157156
538-ھەقىقەتەن قالتىس=正面=13.266254394594068
540-ئوغۇرسى كۈچلۈك=正面=7.729200706428053
557-ئۇيغۇرچىنى سۆزلىيەلەيدۇ=正面=7.811017654158069
558-بەك راۋانمۇ=正面=7.811017654158069
559-راۋانمۇ ئەمەس=正面=7.811017654158069
560-تېنىگە سالامەتلىك=正面=6.2260551534369135
